"selector","context","specificity","ownership","occurrenceCount","firstDefinition","laterOverrides","files","importantDeclarationCount","afterDocumentClose","runtimeReferenceCount","likelyObsoleteReview","movementRisk","movementRiskScore","movementRiskReasons"
"#remakeFactorPage.cleanRemakeV6230 .remakePillsV6230:not(:empty)","@media (min-width: 981px)","1-3-0","Remake","1","Index.html:215","","Index.html","1","false","1320","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeSectionToggleV6402","","1-2-0","Remake","1","Index.html:3184","","Index.html","15","false","1314","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeSectionToggleV6402","@media (max-width: 760px)","1-2-0","Remake","1","Index.html:3259","","Index.html","4","false","1314","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeShellV6230 > #remakePillsV6230.remakePillsV6230","","2-3-0","Remake","1","Index.html:4485","","Index.html","15","false","1324","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeShellV6230 > #remakePillsV6230.remakePillsV6230","@media (max-width: 760px)","2-3-0","Remake","1","Index.html:4520","","Index.html","5","false","1324","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeStickyTopV6245","@media (min-width: 981px)","1-2-0","Remake","1","Index.html:165","","Index.html","1","false","1324","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeTable","","1-2-0","Remake","1","Index.html:2184","","Index.html","2","false","1429","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeTable","@media (max-width:1279px)","1-2-0","Remake","1","RemakeResponsiveStyles.html:753","","RemakeResponsiveStyles.html","4","false","1429","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeTableWrap","@media(max-width:980px)","1-2-0","Remake","1","Index.html:2163","","Index.html","1","false","1336","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 .remakeTableWrap","@media(min-width:981px)","1-2-0","Remake","1","Index.html:2380","","Index.html","1","false","1336","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistDetailTableV6343","","2-1-0","Remake","1","Index.html:1825","","Index.html","4","false","1326","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistDetailTableV6343","@media (max-width:1279px)","2-1-0","Remake","1","RemakeResponsiveStyles.html:764","","RemakeResponsiveStyles.html","1","false","1326","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342","@media (max-width:1279px)","2-1-0","Remake","1","RemakeResponsiveStyles.html:760","","RemakeResponsiveStyles.html","1","false","1334","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistPinnedWorkerV6361 > td","@media (max-width:760px)","2-2-3","Remake","1","Index.html:2478","","Index.html","4","false","1335","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistPinnedWorkerV6361 > td","@media (min-width:761px)","2-2-3","Remake","1","Index.html:2448","","Index.html","5","false","1335","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistSectionRowV6348","","2-2-2","Remake","1","Index.html:2401","","Index.html","2","false","1337","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistSectionRowV6348","@media (min-width:761px)","2-2-2","Remake","1","Index.html:2464","","Index.html","6","false","1337","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistSectionRowV6348 > td","","2-2-3","Remake","1","Index.html:2407","","Index.html","11","false","1337","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 tbody tr.ceramistSectionRowV6348 > td","@media (min-width:761px)","2-2-3","Remake","1","Index.html:2464","","Index.html","6","false","1337","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 thead th","","2-1-2","Remake","1","Index.html:3171","","Index.html","2","false","1334","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeFactorPage.cleanRemakeV6230 #remakeCeramistTableV6342 thead th","@media (min-width:761px)","2-1-2","Remake","1","Index.html:2437","","Index.html","4","false","1334","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeTabFilterHostV6337 .remakeDropdownHeaderV6245","@media (max-width: 430px)","1-1-0","Remake","1","Index.html:3077","","Index.html","3","false","14","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeTabFilterHostV6337 .remakeDropdownHeaderV6245 button","@media (max-width: 430px)","1-1-1","Remake","1","Index.html:3084","","Index.html","2","false","14","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#remakeViewsPanelV6382","@media (max-width:1279px)","1-0-0","Remake","1","RemakeResponsiveStyles.html:557","","RemakeResponsiveStyles.html","5","false","7","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatCoverageV6509","","1-2-0","TAT","1","Index.html:4645","","Index.html","13","false","597","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatCoverageV6509","@media(max-width:560px)","1-2-0","TAT","1","Index.html:4674","","Index.html","1","false","597","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatCoverageV6509","@media(max-width:900px)","1-2-0","TAT","1","Index.html:4673","","Index.html","1","false","597","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatQualityCoverageV6513","","1-2-0","TAT","1","Index.html:4640","","Index.html","3","false","597","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatQualityCoverageV6513","@media(max-width:900px)","1-2-0","TAT","1","Index.html:4642","","Index.html","1","false","597","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatQualityTitleRowV6513","","1-2-0","TAT","1","Index.html:4639","","Index.html","4","false","595","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 .tatQualityTitleRowV6513","@media(max-width:900px)","1-2-0","TAT","1","Index.html:4642","","Index.html","3","false","595","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 #tatCustomerTableV6509 tr.clickable","@media(prefers-reduced-motion:reduce)","2-2-1","TAT","1","Index.html:4699","","Index.html","1","false","624","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"#tatDashboardPageV6509.cleanRemakeV6230 #tatDepartmentTableV6509 tr.clickable","@media(prefers-reduced-motion:reduce)","2-2-1","TAT","1","Index.html:4699","","Index.html","1","false","624","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382","@media (max-width:420px)","1-1-1","Remake","1","Index.html:3008","","Index.html","3","false","5","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382","@media (max-width:600px)","1-1-1","Remake","1","RemakeResponsiveStyles.html:826","","RemakeResponsiveStyles.html","5","false","5","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactFiltersV6382","@media (max-width:1279px)","1-2-1","Remake","1","Index.html:2834","","Index.html","13","false","10","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactFiltersV6382","@media (max-width:420px)","1-2-1","Remake","1","Index.html:3014","","Index.html","5","false","10","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactFiltersV6382 svg","@media (max-width:1279px)","1-2-2","Remake","1","Index.html:2862","","Index.html","3","false","10","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactFiltersV6382 svg","@media (max-width:420px)","1-2-2","Remake","1","Index.html:3022","","Index.html","1","false","10","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactToolV6382:not(.remakeCompactFiltersV6382)","@media (max-width:1279px)","1-3-1","Remake","1","Index.html:2868","","Index.html","7","false","16","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactActiveV6382 #remakeCompactToolbarV6382 .remakeCompactToolV6382:not(.remakeCompactFiltersV6382)","@media (max-width:420px)","1-3-1","Remake","1","Index.html:3026","","Index.html","6","false","16","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeFilterBarV6230","@media (max-width:1279px)","1-3-1","Remake","1","RemakeResponsiveStyles.html:464","","RemakeResponsiveStyles.html","20","false","1327","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeFilterBarV6230","@media (max-width:600px)","1-3-1","Remake","1","RemakeResponsiveStyles.html:841","","RemakeResponsiveStyles.html","1","false","1327","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"html","@media (max-width:1279px)","0-0-1","Remake","1","RemakeResponsiveStyles.html:265","","RemakeResponsiveStyles.html","3","false","0","false","Medium","3","uses !important; same selector appears in multiple at-rule contexts"
"td:first-child","","0-1-1","Shared","1","DashboardBaseStyles.html:379","","DashboardBaseStyles.html","0","false","0","false","Medium","3","shared or cross-dashboard ownership"
"th:first-child","","0-1-1","Shared","1","DashboardBaseStyles.html:379","","DashboardBaseStyles.html","0","false","0","false","Medium","3","shared or cross-dashboard ownership"
".remakeViewDefaultsV6382 select","","0-1-1","Remake","2","RemakeResponsiveStyles.html:71","RemakeResponsiveStyles.html:144","RemakeResponsiveStyles.html","0","false","1","false","Low","2","repeated selector"
".remakeViewNameV6382","","0-1-0","Remake","2","RemakeResponsiveStyles.html:71","RemakeResponsiveStyles.html:191","RemakeResponsiveStyles.html","0","false","1","false","Low","2","repeated selector"
".remakeViewNameV6382:focus","","0-2-0","Remake","2","RemakeResponsiveStyles.html:87","RemakeResponsiveStyles.html:199","RemakeResponsiveStyles.html","0","false","1","false","Low","2","repeated selector"
".remakeViewPrimaryV6382","","0-1-0","Remake","2","RemakeResponsiveStyles.html:94","RemakeResponsiveStyles.html:108","RemakeResponsiveStyles.html","0","false","1","false","Low","2","repeated selector"
".remakeViewUtilityV6382","","0-1-0","Remake","2","RemakeResponsiveStyles.html:94","RemakeResponsiveStyles.html:224","RemakeResponsiveStyles.html","0","false","2","false","Low","2","repeated selector"
"#overviewTwo .o2DriverCard","","1-1-0","Overview","2","DashboardBaseStyles.html:5034","DashboardBaseStyles.html:5392","DashboardBaseStyles.html","0","false","72","false","Low","2","repeated selector"
"#overviewTwo .o2KpiCard .label","","1-2-0","Overview","2","DashboardBaseStyles.html:4944","DashboardBaseStyles.html:5262","DashboardBaseStyles.html","0","false","1033","false","Low","2","repeated selector"
"#overviewTwo .o2KpiCard .value","","1-2-0","Overview","2","DashboardBaseStyles.html:4952","DashboardBaseStyles.html:5267","DashboardBaseStyles.html","0","false","1687","false","Low","2","repeated selector"
"#overviewTwo .o2KpiSub","","1-1-0","Overview","2","DashboardBaseStyles.html:4960","DashboardBaseStyles.html:5272","DashboardBaseStyles.html","0","false","76","false","Low","2","repeated selector"
"#overviewTwo .overviewTwoShellV127","","1-1-0","Overview","2","DashboardBaseStyles.html:4914","DashboardBaseStyles.html:5241","DashboardBaseStyles.html","0","false","72","false","Low","2","repeated selector"
".customerActiveOnlyToggle","","0-1-0","Overview","1","DashboardBaseStyles.html:7399","","DashboardBaseStyles.html","4","false","1","false","Low","2","uses !important"
".customerActiveOnlyToggle.active","","0-2-0","Overview","1","DashboardBaseStyles.html:7406","","DashboardBaseStyles.html","3","false","600","false","Low","2","uses !important"
".managerTabs .navActionStrip .navIconBtn","","0-3-0","Overview","1","DashboardBaseStyles.html:4765","","DashboardBaseStyles.html","11","false","26","false","Low","2","uses !important"
".managerTabs .navActionStrip .navIconBtn:disabled","","0-4-0","Overview","1","DashboardBaseStyles.html:4779","","DashboardBaseStyles.html","4","false","26","false","Low","2","uses !important"
".managerTabs .navActionStrip .navResetBtn","","0-3-0","Overview","1","DashboardBaseStyles.html:4786","","DashboardBaseStyles.html","3","false","25","false","Low","2","uses !important"
".managerTabs .navActionStrip .segBtn + .segBtn","","0-4-0","Overview","1","DashboardBaseStyles.html:4756","","DashboardBaseStyles.html","1","false","28","false","Low","2","uses !important"
".managerTabs .navActionStrip .segBtn.active","","0-4-0","Overview","1","DashboardBaseStyles.html:4760","","DashboardBaseStyles.html","2","false","627","false","Low","2","uses !important"
".managerTabs .navActionStrip .segGroup","","0-3-0","Overview","1","DashboardBaseStyles.html:4726","","DashboardBaseStyles.html","10","false","26","false","Low","2","uses !important"
".managerTabs.remakeTabFiltersActiveV6337","","0-2-0","Remake","1","Index.html:1452","","Index.html","4","false","22","false","Low","2","uses !important"
".multiRow.inactiveCustomerOption","","0-2-0","Overview","1","DashboardBaseStyles.html:7412","","DashboardBaseStyles.html","1","false","17","false","Low","2","uses !important"
".multiRow.inactiveCustomerOption:not(.active)","","0-3-0","Overview","1","DashboardBaseStyles.html:7416","","DashboardBaseStyles.html","1","false","616","false","Low","2","uses !important"
".o2InactiveBadge","","0-1-0","Overview","1","DashboardBaseStyles.html:7428","","DashboardBaseStyles.html","14","false","2","false","Low","2","uses !important"
".remakeColumnChooserCloseV6357","","0-1-0","Remake","1","Index.html:2286","","Index.html","10","false","1","false","Low","2","uses !important"
".remakeColumnChooserFooterV6357","","0-1-0","Remake","1","Index.html:2352","","Index.html","7","false","1","false","Low","2","uses !important"
".remakeColumnChooserFooterV6357 button","","0-1-1","Remake","1","Index.html:2362","","Index.html","8","false","1","false","Low","2","uses !important"
".remakeColumnChooserFooterV6357 button.primaryV6357","","0-2-1","Remake","1","Index.html:2373","","Index.html","3","false","2","false","Low","2","uses !important"
".remakeColumnChooserHeaderV6357","","0-1-0","Remake","1","Index.html:2263","","Index.html","6","false","1","false","Low","2","uses !important"
".remakeColumnChooserHintV6357","","0-1-0","Remake","1","Index.html:2278","","Index.html","5","false","1","false","Low","2","uses !important"
".remakeColumnChooserLockV6357","","0-1-0","Remake","1","Index.html:2344","","Index.html","5","false","0","true","Low","2","uses !important; no static runtime token reference found"
".remakeColumnChooserOptionV6357","","0-1-0","Remake","1","Index.html:2313","","Index.html","11","false","1","false","Low","2","uses !important"
".remakeColumnChooserOptionV6357 input","","0-1-1","Remake","1","Index.html:2331","","Index.html","5","false","1","false","Low","2","uses !important"
".remakeColumnChooserOptionV6357:hover","","0-2-0","Remake","1","Index.html:2327","","Index.html","1","false","1","false","Low","2","uses !important"
".remakeColumnChooserOptionV6357.isLockedV6357","","0-2-0","Remake","1","Index.html:2339","","Index.html","2","false","2","false","Low","2","uses !important"
".remakeColumnChooserPopoverV6357","","0-1-0","Remake","1","Index.html:2246","","Index.html","14","false","1","false","Low","2","uses !important"
".remakeColumnChooserSectionTitleV6357","","0-1-0","Remake","1","Index.html:2303","","Index.html","7","false","1","false","Low","2","uses !important"
".remakeColumnChooserSectionV6357","","0-1-0","Remake","1","Index.html:2299","","Index.html","1","false","1","false","Low","2","uses !important"
".remakeColumnChooserTitleV6357","","0-1-0","Remake","1","Index.html:2272","","Index.html","3","false","1","false","Low","2","uses !important"
".remakeKpiChooserCloseV6403","","0-1-0","Remake","1","Index.html:3614","","Index.html","10","false","4","false","Low","2","uses !important"
".remakeKpiChooserFooterV6403","","0-1-0","Remake","1","Index.html:3657","","Index.html","7","false","2","false","Low","2","uses !important"
".remakeKpiChooserFooterV6403 button","","0-1-1","Remake","1","Index.html:3667","","Index.html","8","false","2","false","Low","2","uses !important"
".remakeKpiChooserHeaderV6403","","0-1-0","Remake","1","Index.html:3591","","Index.html","6","false","2","false","Low","2","uses !important"
".remakeKpiChooserHintV6403","","0-1-0","Remake","1","Index.html:3606","","Index.html","5","false","0","true","Low","2","uses !important; no static runtime token reference found"
".remakeKpiChooserOptionsV6403","","0-1-0","Remake","1","Index.html:3627","","Index.html","1","false","2","false","Low","2","uses !important"
".remakeKpiChooserOptionV6403","","0-1-0","Remake","1","Index.html:3631","","Index.html","11","false","2","false","Low","2","uses !important"
".remakeKpiChooserOptionV6403 input","","0-1-1","Remake","1","Index.html:3649","","Index.html","5","false","2","false","Low","2","uses !important"
".remakeKpiChooserOptionV6403:hover","","0-2-0","Remake","1","Index.html:3645","","Index.html","1","false","2","false","Low","2","uses !important"
".remakeKpiChooserPopoverV6403","","0-1-0","Remake","1","Index.html:3576","","Index.html","12","false","3","false","Low","2","uses !important"
".remakeKpiChooserTitleV6403","","0-1-0","Remake","1","Index.html:3600","","Index.html","3","false","2","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .customerDropdownPanel","","1-2-0","Overview","1","DashboardBaseStyles.html:5521","","DashboardBaseStyles.html","2","false","188","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .dropdownButton","","1-2-0","Overview","1","DashboardBaseStyles.html:5487","","DashboardBaseStyles.html","16","false","163","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .dropdownButton::after","","1-2-1","Overview","1","DashboardBaseStyles.html:5506","","DashboardBaseStyles.html","3","false","163","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .dropdownPanel","","1-2-0","Overview","1","DashboardBaseStyles.html:5512","","DashboardBaseStyles.html","6","false","187","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .filterCard","","1-2-0","Overview","1","DashboardBaseStyles.html:5470","","DashboardBaseStyles.html","10","false","173","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .miniLabel","","1-2-0","Overview","1","DashboardBaseStyles.html:5483","","DashboardBaseStyles.html","1","false","158","false","Low","2","uses !important"
"#overviewFilterDeck.topOverviewFilterDeck .productDropdownPanel","","1-2-0","Overview","1","DashboardBaseStyles.html:5521","","DashboardBaseStyles.html","2","false","184","false","Low","2","uses !important"
"#overviewNavActions","","1-0-0","Overview","1","Index.html:243","","Index.html","3","false","19","false","Low","2","uses !important"
"#overviewOne :is(.deptRow,.multiRow,.yearRow)","","1-1-0","Overview","1","Index.html:4243","","Index.html","1","false","324","false","Low","2","uses !important"
"#overviewOne :is(.segBtn,.resetBtn,.tinyBtn,.componentMenuBtn,.dropdownButton)","","1-1-0","Overview","1","Index.html:4228","","Index.html","1","false","341","false","Low","2","uses !important"
"#overviewOne :is(.segBtn,.resetBtn,.tinyBtn,.componentMenuBtn,.dropdownButton):active","","1-2-0","Overview","1","Index.html:4238","","Index.html","1","false","341","false","Low","2","uses !important"
"#overviewOne .areaAvg .chartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:4374","","DashboardBaseStyles.html","4","false","313","false","Low","2","uses !important"
"#overviewOne .areaCustomers .chartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:4374","","DashboardBaseStyles.html","4","false","313","false","Low","2","uses !important"
"#overviewOne .areaCustomerTable .cardHeader","","1-2-0","Overview","1","DashboardBaseStyles.html:3791","","DashboardBaseStyles.html","5","false","301","false","Low","2","uses !important"
"#overviewOne .areaCustomerTable .tableScroll","","1-2-0","Overview","1","DashboardBaseStyles.html:3800","","DashboardBaseStyles.html","9","false","300","false","Low","2","uses !important"
"#overviewOne .areaProductTable .cardHeader","","1-2-0","Overview","1","DashboardBaseStyles.html:3791","","DashboardBaseStyles.html","5","false","311","false","Low","2","uses !important"
"#overviewOne .areaProductTable .tableScroll","","1-2-0","Overview","1","DashboardBaseStyles.html:3800","","DashboardBaseStyles.html","9","false","310","false","Low","2","uses !important"
"#overviewOne .areaProductTable td:nth-child(1)","","1-2-1","Overview","1","DashboardBaseStyles.html:4144","","DashboardBaseStyles.html","2","false","302","false","Low","2","uses !important"
"#overviewOne .areaProductTable th:nth-child(1)","","1-2-1","Overview","1","DashboardBaseStyles.html:4144","","DashboardBaseStyles.html","2","false","302","false","Low","2","uses !important"
"#overviewOne .areaRevenue .chartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:4393","","DashboardBaseStyles.html","2","false","315","false","Low","2","uses !important"
"#overviewOne .areaRpac .chartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:4374","","DashboardBaseStyles.html","4","false","313","false","Low","2","uses !important"
"#overviewOne .areaUnits .chartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:4374","","DashboardBaseStyles.html","4","false","313","false","Low","2","uses !important"
"#overviewOne .card","","1-1-0","Overview","1","DashboardBaseStyles.html:3718","","DashboardBaseStyles.html","8","false","563","false","Low","2","uses !important"
"#overviewOne .card canvas","","1-1-1","Overview","1","DashboardBaseStyles.html:3776","","DashboardBaseStyles.html","4","false","563","false","Low","2","uses !important"
"#overviewOne .cardHeader","","1-1-0","Overview","1","DashboardBaseStyles.html:3745","","DashboardBaseStyles.html","3","false","296","false","Low","2","uses !important"
"#overviewOne .chartBox","","1-1-0","Overview","1","DashboardBaseStyles.html:3765","","DashboardBaseStyles.html","3","false","298","false","Low","2","uses !important"
"#overviewOne .chartTitle","","1-1-0","Overview","1","DashboardBaseStyles.html:3751","","DashboardBaseStyles.html","4","false","309","false","Low","2","uses !important"
"#overviewOne .comparisonKpi","","1-1-0","Overview","1","DashboardBaseStyles.html:4398","","DashboardBaseStyles.html","1","false","336","false","Low","2","uses !important"
"#overviewOne .componentMenuBtn","","1-1-0","Overview","1","DashboardBaseStyles.html:3758","","DashboardBaseStyles.html","4","false","302","false","Low","2","uses !important"
"#overviewOne .controlButtonStrip .segBtn","","1-2-0","Overview","1","DashboardBaseStyles.html:3577","","DashboardBaseStyles.html","9","false","292","false","Low","2","uses !important"
"#overviewOne .controlButtonStrip .segBtn.active","","1-3-0","Overview","1","DashboardBaseStyles.html:3590","","DashboardBaseStyles.html","2","false","891","false","Low","2","uses !important"
"#overviewOne .controlButtonStrip .segGroup","","1-2-0","Overview","1","DashboardBaseStyles.html:3569","","DashboardBaseStyles.html","5","false","290","false","Low","2","uses !important"
"#overviewOne .controlFilterRow .chip","","1-2-0","Overview","1","DashboardBaseStyles.html:3624","","DashboardBaseStyles.html","10","false","366","false","Low","2","uses !important"
"#overviewOne .controlFilterRow .chip button","","1-2-1","Overview","1","DashboardBaseStyles.html:3637","","DashboardBaseStyles.html","1","false","366","false","Low","2","uses !important"
"#overviewOne .dropdownPanelHeader","","1-1-0","Overview","1","DashboardBaseStyles.html:3695","","DashboardBaseStyles.html","1","false","295","false","Low","2","uses !important"
"#overviewOne .dropdownPanelHeader button","","1-1-1","Overview","1","DashboardBaseStyles.html:3699","","DashboardBaseStyles.html","4","false","295","false","Low","2","uses !important"
"#overviewOne .footer","","1-1-0","Overview","1","DashboardBaseStyles.html:3870","","DashboardBaseStyles.html","3","false","304","false","Low","2","uses !important"
"#overviewOne .inactiveBadge","","1-1-0","Overview","1","DashboardBaseStyles.html:4253","","DashboardBaseStyles.html","14","false","304","false","Low","2","uses !important"
"#overviewOne .miniLabel","","1-1-0","Overview","1","DashboardBaseStyles.html:3660","","DashboardBaseStyles.html","6","false","291","false","Low","2","uses !important"
"#overviewOne .moverArea","","1-1-0","Overview","1","DashboardBaseStyles.html:3988","","DashboardBaseStyles.html","11","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea .cardActions","","1-2-0","Overview","1","DashboardBaseStyles.html:4026","","DashboardBaseStyles.html","5","false","304","false","Low","2","uses !important"
"#overviewOne .moverArea .componentMenuBtn","","1-2-0","Overview","1","DashboardBaseStyles.html:4063","","DashboardBaseStyles.html","7","false","307","false","Low","2","uses !important"
"#overviewOne .moverArea .inactiveBadge","","1-2-0","Overview","1","DashboardBaseStyles.html:4253","","DashboardBaseStyles.html","14","false","309","false","Low","2","uses !important"
"#overviewOne .moverArea .negative","","1-2-0","Overview","1","DashboardBaseStyles.html:4212","","DashboardBaseStyles.html","2","false","305","false","Low","2","uses !important"
"#overviewOne .moverArea .positive","","1-2-0","Overview","1","DashboardBaseStyles.html:4218","","DashboardBaseStyles.html","2","false","312","false","Low","2","uses !important"
"#overviewOne .moverArea .tinyBtn","","1-2-0","Overview","1","DashboardBaseStyles.html:4043","","DashboardBaseStyles.html","10","false","304","false","Low","2","uses !important"
"#overviewOne .moverArea .tinyBtn.active","","1-3-0","Overview","1","DashboardBaseStyles.html:4056","","DashboardBaseStyles.html","4","false","903","false","Low","2","uses !important"
"#overviewOne .moverArea .tinyBtn.metricBtn.active","","1-4-0","Overview","1","DashboardBaseStyles.html:4291","","DashboardBaseStyles.html","3","false","905","false","Low","2","uses !important"
"#overviewOne .moverArea tbody td","","1-1-2","Overview","1","Index.html:4250","","Index.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tbody td:first-child","","1-2-2","Overview","1","DashboardBaseStyles.html:4175","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tbody td:last-child","","1-2-2","Overview","1","DashboardBaseStyles.html:4180","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tbody tr td","","1-1-3","Overview","1","Index.html:4250","","Index.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tbody tr:last-child td","","1-2-3","Overview","1","DashboardBaseStyles.html:4185","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea td.negative","","1-2-1","Overview","1","DashboardBaseStyles.html:4212","","DashboardBaseStyles.html","2","false","305","false","Low","2","uses !important"
"#overviewOne .moverArea td.positive","","1-2-1","Overview","1","DashboardBaseStyles.html:4218","","DashboardBaseStyles.html","2","false","312","false","Low","2","uses !important"
"#overviewOne .moverArea th","","1-1-1","Overview","1","DashboardBaseStyles.html:4398","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea thead th:first-child","","1-2-2","Overview","1","DashboardBaseStyles.html:4175","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea thead th:last-child","","1-2-2","Overview","1","DashboardBaseStyles.html:4180","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tr:nth-child(even) td","","1-2-2","Overview","1","DashboardBaseStyles.html:4126","","DashboardBaseStyles.html","1","false","292","false","Low","2","uses !important"
"#overviewOne .moverArea tr.active .negative","","1-3-1","Overview","1","DashboardBaseStyles.html:4228","","DashboardBaseStyles.html","1","false","904","false","Low","2","uses !important"
