"selector","context","specificity","ownership","occurrenceCount","firstDefinition","laterOverrides","files","importantDeclarationCount","afterDocumentClose","runtimeReferenceCount","likelyObsoleteReview","movementRisk","movementRiskScore","movementRiskReasons"
".twoCard .chartBox","","0-2-0","Shared","1","DashboardBaseStyles.html:477","","DashboardBaseStyles.html","0","false","11","false","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts"
".twoGrid","","0-1-0","Shared","1","DashboardBaseStyles.html:463","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".twoGrid","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:492","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".twoShell","","0-1-0","Shared","1","DashboardBaseStyles.html:418","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".twoShell","@media (max-width: 1150px)","0-1-0","Shared","1","DashboardBaseStyles.html:492","","DashboardBaseStyles.html","0","false","0","true","Medium","4","shared or cross-dashboard ownership; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".o2LeftRail","@media (max-width: 820px)","0-1-0","Overview","2","DashboardBaseStyles.html:3453","DashboardBaseStyles.html:3454","DashboardBaseStyles.html","0","false","0","true","Medium","3","repeated selector; same selector appears in multiple at-rule contexts; no static runtime token reference found"
".remakeViewActionV6382","","0-1-0","Remake","2","RemakeResponsiveStyles.html:94","RemakeResponsiveStyles.html:205","RemakeResponsiveStyles.html","0","false","3","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2KpiBand","","1-1-0","Overview","2","DashboardBaseStyles.html:4923","DashboardBaseStyles.html:5250","DashboardBaseStyles.html","0","false","73","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2SmallChartBox","","1-1-0","Overview","2","DashboardBaseStyles.html:5024","DashboardBaseStyles.html:5378","DashboardBaseStyles.html","0","false","75","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2SmallChartBox","@media (max-width: 1280px)","1-1-0","Overview","2","DashboardBaseStyles.html:5227","DashboardBaseStyles.html:5412","DashboardBaseStyles.html","0","false","75","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2StoryGrid","","1-1-0","Overview","2","DashboardBaseStyles.html:4993","DashboardBaseStyles.html:5382","DashboardBaseStyles.html","0","false","71","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2TopBarCharts","","1-1-0","Overview","2","DashboardBaseStyles.html:4986","DashboardBaseStyles.html:5372","DashboardBaseStyles.html","0","false","73","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2TrendBox","","1-1-0","Overview","2","DashboardBaseStyles.html:5029","DashboardBaseStyles.html:5388","DashboardBaseStyles.html","0","false","72","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#overviewTwo .o2TrendBox","@media (max-width: 1280px)","1-1-0","Overview","2","DashboardBaseStyles.html:5226","DashboardBaseStyles.html:5411","DashboardBaseStyles.html","0","false","72","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
"#remakeViewsPanelV6382","","1-0-0","Remake","2","RemakeResponsiveStyles.html:2","RemakeResponsiveStyles.html:7","RemakeResponsiveStyles.html","0","false","7","false","Medium","3","repeated selector; same selector appears in multiple at-rule contexts"
".bigKpi .label","","0-2-0","Shared","1","DashboardBaseStyles.html:451","","DashboardBaseStyles.html","0","false","957","false","Medium","3","shared or cross-dashboard ownership"
".bigKpi .value","","0-2-0","Shared","1","DashboardBaseStyles.html:458","","DashboardBaseStyles.html","0","false","1611","false","Medium","3","shared or cross-dashboard ownership"
".card canvas","","0-1-1","Shared","1","DashboardBaseStyles.html:1097","","DashboardBaseStyles.html","0","false","276","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusCard .cardHeader","","0-3-0","Shared","1","DashboardBaseStyles.html:1947","","DashboardBaseStyles.html","0","false","287","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusCard .chartTitle","","0-3-0","Shared","1","DashboardBaseStyles.html:1947","","DashboardBaseStyles.html","0","false","300","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusCard canvas","","0-2-1","Shared","1","DashboardBaseStyles.html:1947","","DashboardBaseStyles.html","0","false","278","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusDim .cardHeader","","0-3-0","Shared","1","DashboardBaseStyles.html:1958","","DashboardBaseStyles.html","0","false","286","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusDim .chartTitle","","0-3-0","Shared","1","DashboardBaseStyles.html:1958","","DashboardBaseStyles.html","0","false","299","false","Medium","3","shared or cross-dashboard ownership"
".card.chartFocusDim canvas","","0-2-1","Shared","1","DashboardBaseStyles.html:1953","","DashboardBaseStyles.html","0","false","277","false","Medium","3","shared or cross-dashboard ownership"
".cardActions","","0-1-0","Shared","1","DashboardBaseStyles.html:2590","","DashboardBaseStyles.html","0","false","12","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogChipsV6369","","0-1-0","Shared","1","Index.html:2752","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogChipV6369","","0-1-0","Shared","1","Index.html:2753","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogCopyV6369:disabled","","0-2-0","Shared","1","Index.html:2758","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogEmptyV6369","","0-1-0","Shared","1","Index.html:2755","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogHeadingV6369","","0-1-0","Shared","1","Index.html:2745","","Index.html","0","false","3","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogHeadingV6369 span","","0-1-1","Shared","1","Index.html:2747","","Index.html","0","false","3","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogHeadingV6369 strong","","0-1-1","Shared","1","Index.html:2746","","Index.html","0","false","3","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogSectionTitleV6369","","0-1-0","Shared","1","Index.html:2751","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogSectionV6369 + .ceramistCaseDialogSectionV6369","","0-2-0","Shared","1","Index.html:2750","","Index.html","0","false","2","false","Medium","3","shared or cross-dashboard ownership"
".ceramistCaseDialogTextV6369","","0-1-0","Shared","1","Index.html:2754","","Index.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".compactHeader","","0-1-0","Shared","1","DashboardBaseStyles.html:770","","DashboardBaseStyles.html","0","false","5","false","Medium","3","shared or cross-dashboard ownership"
".componentMenu button:hover","","0-2-1","Shared","1","DashboardBaseStyles.html:2663","","DashboardBaseStyles.html","0","false","44","false","Medium","3","shared or cross-dashboard ownership"
".componentMenu button.disabled","","0-2-1","Shared","1","DashboardBaseStyles.html:2667","","DashboardBaseStyles.html","0","false","69","false","Medium","3","shared or cross-dashboard ownership"
".componentMenu button.disabled:hover","","0-3-1","Shared","1","DashboardBaseStyles.html:2672","","DashboardBaseStyles.html","0","false","69","false","Medium","3","shared or cross-dashboard ownership"
".componentMenu.open","","0-2-0","Shared","1","DashboardBaseStyles.html:2635","","DashboardBaseStyles.html","0","false","356","false","Medium","3","shared or cross-dashboard ownership"
".componentMenu.tableMenu .componentMenuSortBlock","","0-3-0","Shared","1","DashboardBaseStyles.html:2693","","DashboardBaseStyles.html","0","false","45","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuBtn","","0-1-0","Shared","1","DashboardBaseStyles.html:2598","","DashboardBaseStyles.html","0","false","15","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuBtn:hover","","0-2-0","Shared","1","DashboardBaseStyles.html:2614","","DashboardBaseStyles.html","0","false","15","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuBtn.active","","0-2-0","Shared","1","DashboardBaseStyles.html:2614","","DashboardBaseStyles.html","0","false","614","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuDivider","","0-1-0","Shared","1","DashboardBaseStyles.html:2676","","DashboardBaseStyles.html","0","false","3","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuHint","","0-1-0","Shared","1","DashboardBaseStyles.html:2682","","DashboardBaseStyles.html","0","false","2","false","Medium","3","shared or cross-dashboard ownership"
".componentMenuSortBlock","","0-1-0","Shared","1","DashboardBaseStyles.html:2689","","DashboardBaseStyles.html","0","false","0","true","Medium","3","shared or cross-dashboard ownership; no static runtime token reference found"
".componentMenuTitle","","0-1-0","Shared","1","DashboardBaseStyles.html:2639","","DashboardBaseStyles.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".controlFilterRow .chip span:first-child","","0-3-1","Shared","1","DashboardBaseStyles.html:2909","","DashboardBaseStyles.html","0","false","79","false","Medium","3","shared or cross-dashboard ownership"
".deptList.dropdownList .deptRow","","0-3-0","Shared","1","DashboardBaseStyles.html:782","","DashboardBaseStyles.html","0","false","21","false","Medium","3","shared or cross-dashboard ownership"
".deptList.dropdownList::-webkit-scrollbar","","0-2-1","Shared","1","DashboardBaseStyles.html:2359","","DashboardBaseStyles.html","0","false","11","false","Medium","3","shared or cross-dashboard ownership"
".deptList.dropdownList::-webkit-scrollbar-thumb","","0-2-1","Shared","1","DashboardBaseStyles.html:2375","","DashboardBaseStyles.html","0","false","11","false","Medium","3","shared or cross-dashboard ownership"
".deptList.dropdownList::-webkit-scrollbar-thumb:hover","","0-3-1","Shared","1","DashboardBaseStyles.html:2384","","DashboardBaseStyles.html","0","false","11","false","Medium","3","shared or cross-dashboard ownership"
".deptList.dropdownList::-webkit-scrollbar-track","","0-2-1","Shared","1","DashboardBaseStyles.html:2367","","DashboardBaseStyles.html","0","false","11","false","Medium","3","shared or cross-dashboard ownership"
".deptRow input","","0-1-1","Shared","1","DashboardBaseStyles.html:2090","","DashboardBaseStyles.html","0","false","10","false","Medium","3","shared or cross-dashboard ownership"
".deptRow:hover","","0-2-0","Shared","1","DashboardBaseStyles.html:245","","DashboardBaseStyles.html","0","false","10","false","Medium","3","shared or cross-dashboard ownership"
".dropdownCard","","0-1-0","Shared","1","DashboardBaseStyles.html:704","","DashboardBaseStyles.html","0","false","6","false","Medium","3","shared or cross-dashboard ownership"
".dropdownPanel.open","","0-2-0","Shared","1","DashboardBaseStyles.html:747","","DashboardBaseStyles.html","0","false","345","false","Medium","3","shared or cross-dashboard ownership"
".dropdownSearch","","0-1-0","Shared","1","DashboardBaseStyles.html:1970","","DashboardBaseStyles.html","0","false","4","false","Medium","3","shared or cross-dashboard ownership"
".dropdownSearch:focus","","0-2-0","Shared","1","DashboardBaseStyles.html:1982","","DashboardBaseStyles.html","0","false","4","false","Medium","3","shared or cross-dashboard ownership"
".emptyFilterRow","","0-1-0","Shared","1","DashboardBaseStyles.html:2096","","DashboardBaseStyles.html","0","false","34","false","Medium","3","shared or cross-dashboard ownership"
".error","","0-1-0","Shared","1","DashboardBaseStyles.html:481","","DashboardBaseStyles.html","0","false","593","false","Medium","3","shared or cross-dashboard ownership"
".filterBlock","","0-1-0","Shared","1","DashboardBaseStyles.html:222","","DashboardBaseStyles.html","0","false","0","true","Medium","3","shared or cross-dashboard ownership; no static runtime token reference found"
".filterCard select","","0-1-1","Shared","1","DashboardBaseStyles.html:591","","DashboardBaseStyles.html","0","false","19","false","Medium","3","shared or cross-dashboard ownership"
".filterDeck","","0-1-0","Shared","1","DashboardBaseStyles.html:576","","DashboardBaseStyles.html","0","false","1","false","Medium","3","shared or cross-dashboard ownership"
".inactiveBadge","","0-1-0","Shared","1","DashboardBaseStyles.html:2501","","DashboardBaseStyles.html","0","false","17","false","Medium","3","shared or cross-dashboard ownership"
".kpiDelta","","0-1-0","Shared","1","DashboardBaseStyles.html:2751","","DashboardBaseStyles.html","0","false","9","false","Medium","3","shared or cross-dashboard ownership"
".kpiDelta.bad","","0-2-0","Shared","1","DashboardBaseStyles.html:2761","","DashboardBaseStyles.html","0","false","67","false","Medium","3","shared or cross-dashboard ownership"
".kpiDelta.good","","0-2-0","Shared","1","DashboardBaseStyles.html:2757","","DashboardBaseStyles.html","0","false","37","false","Medium","3","shared or cross-dashboard ownership"
